INDEX,FNAME,OPERATION,GROUP,AGGREGATE,MEMN,MDIM1,X1,MAXSB1,MAXSB2,MKIND,SPTRN,MSECT,MIO,OSVBAS,OSVOFF,ENG_UNITS,ENG_LTVAL11,ENG_LTVAL12,ENG_LTVAL21,ENG_LTVAL22,DESCRIPTION,MET_UNITS,MET_LTVAL11,MET_LTVAL12,MET_LTVAL21,MET_LTVAL22
2,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,CIVOL,100,1,-9,1,2,0,0,2,0,593,acft/iv,0,1,0,0.00123,Inflow of water by category,Mm3/iv,0,810.71,0,1
13,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,IACID,7,1,-10,1,2,0,0,2,0,3630,lb/iv,0,1,0,0.4536,Inflows of acid chemicals,kg/iv,0,2.205,0,1
3,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,ICON,10,1,-7,1,2,0,0,2,0,2069,qty/iv,0,1,0,1,Inflow of conservative constits.,qty/iv,0,1,0,1
9,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,IDNUT,4,1,4,1,2,0,0,2,0,3054,lb/iv,0,1,0,0.4536,Inflows of dissolved nutrients,kg/iv,0,2.205,0,1
6,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,IDQAL,3,1,-8,1,2,0,0,2,0,2566,qty/iv,0,1,0,1,Inflow of dissolved qual,qty/iv,0,1,0,1
4,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,IHEAT,1,1,1,1,2,0,0,2,0,2424,BTU/iv,0,1,0,0.252,Inflow of heat,kcl/iv,0,3.969,0,1
8,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,IOX,2,1,2,1,2,0,0,2,0,2978,lb/iv,0,1,0,0.4536,Inflows of DO and BOD,kg/iv,0,2.205,0,1
12,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,IPH,2,1,2,1,2,0,0,2,0,3539,lb/iv,0,1,0,0.4536,Inflows of TIC and CO2,kg/iv,0,2.205,0,1
11,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,IPLK,5,1,5,1,2,0,0,2,0,3389,lb/iv,0,1,0,0.4536,Inflows of plankton related constituents,kg/iv,0,2.205,0,1
5,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,ISED,3,1,3,1,2,0,0,2,0,2467,tn/iv,0,1,0,0.907,Inflows of sediment,tne/iv,0,1.1025,0,1
10,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,ISNUT,3,2,3,2,2,0,0,2,0,3092,lb/iv,0,1,0,0.4536,Inflows of adsorbed NH4 and PO4,kg/iv,0,2.205,0,1
7,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,ISQAL,3,3,3,-8,2,0,0,2,0,2617,qty/iv,0,1,0,1,Inflows of sed-assoc qual,qty/iv,0,1,0,1
1,./HSPF90/BMPRACTS.SEQ,BMPRAC,INFLOW,SUM,IVOL,1,1,1,1,2,0,0,2,0,91,acft/iv,0,1,0,0.00123,Inflow of water,Mm3/iv,0,810.71,0,1
15,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,CIVOL,100,1,-9,1,2,0,0,0,0,693,acft/iv,0,1,0,0.00123,Inflow of water by category,Mm3/iv,0,810.71,0,1
26,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,IACID,7,1,-10,1,2,0,0,0,0,3637,lb/iv,0,1,0,0.4536,Inflows of acid chemicals,kg/iv,0,2.205,0,1
16,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,ICON,10,1,-7,1,2,0,0,0,0,2079,qty/iv,0,1,0,1,Inflow of conservative constits.,qty/iv,0,1,0,1
22,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,IDNUT,4,1,4,1,2,0,0,0,0,3058,lb/iv,0,1,0,0.4536,Inflows of dissolved nutrients,kg/iv,0,2.205,0,1
19,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,IDQAL,3,1,-8,1,2,0,0,0,0,2569,qty/iv,0,1,0,1,Inflow of dissolved qual,qty/iv,0,1,0,1
17,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,IHEAT,1,1,1,1,2,0,0,0,0,2425,BTU/iv,0,1,0,0.252,Inflow of heat,kcl/iv,0,3.969,0,1
21,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,IOX,2,1,2,1,2,0,0,0,0,2980,lb/iv,0,1,0,0.4536,Inflows of DO and BOD,kg/iv,0,2.205,0,1
25,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,IPH,2,1,2,1,2,0,0,0,0,3541,lb/iv,0,1,0,0.4536,Inflows of TIC and CO2,kg/iv,0,2.205,0,1
24,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,IPLK,5,1,5,1,2,0,0,0,0,3394,lb/iv,0,1,0,0.4536,Inflows of plankton related constituents,kg/iv,0,2.205,0,1
18,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,ISED,3,1,3,1,2,0,0,0,0,2470,tn/iv,0,1,0,0.907,Inflows of sediment,tne/iv,0,1.1025,0,1
23,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,ISNUT,3,2,3,2,2,0,0,0,0,3098,lb/iv,0,1,0,0.4536,Inflows of adsorbed NH4 and PO4,kg/iv,0,2.205,0,1
20,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,ISQAL,3,3,3,-8,2,0,0,0,0,2626,qty/iv,0,1,0,1,Inflows of sed-assoc qual,qty/iv,0,1,0,1
14,./HSPF90/BMPRACTS.SEQ,BMPRAC,RECEIV,SUM,IVOL,1,1,1,1,2,0,0,0,0,92,acft/iv,0,1,0,0.00123,Inflow of water,Mm3/iv,0,810.71,0,1
41,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,CRMVOL,100,1,-9,1,2,0,0,0,0,1919,acft/iv,0,1,0,0.00123,Removal of water by category,Mm3/iv,0,810.71,0,1
52,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMACID,7,1,-10,1,2,0,0,0,0,3819,lb/iv,0,1,0,0.4536,Removals of acid chemicals,kg/iv,0,2.205,0,1
42,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMCON,10,1,-7,1,2,0,0,0,0,2409,qty/iv,0,1,0,1,Removal of conservative constits.,qty/iv,0,1,0,1
48,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMDNUT,4,1,4,1,2,0,0,0,0,3324,lb/iv,0,1,0,0.4536,Removals of dissolved nutrients,kg/iv,0,2.205,0,1
45,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMDQAL,3,1,-8,1,2,0,0,0,0,2911,qty/iv,0,1,0,1,Removal of dissolved qual,qty/iv,0,1,0,1
43,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMHEAT,1,1,1,1,2,0,0,0,0,2451,BTU/iv,0,1,0,0.252,Removal of heat,kcl/iv,0,3.969,0,1
47,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMOX,2,1,2,1,2,0,0,0,0,3032,lb/iv,0,1,0,0.4536,Removals of DO and BOD,kg/iv,0,2.205,0,1
51,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMPH,2,1,2,1,2,0,0,0,0,3593,lb/iv,0,1,0,0.4536,Removals of TIC and CO2,kg/iv,0,2.205,0,1
50,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMPLK,5,1,5,1,2,0,0,0,0,3524,lb/iv,0,1,0,0.4536,Removals of plankton related constituents,kg/iv,0,2.205,0,1
44,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMSED,3,1,3,1,2,0,0,0,0,2548,tn/iv,0,1,0,0.907,Removals of sediments,tne/iv,0,1.1025,0,1
49,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMSNUT,3,2,3,2,2,0,0,0,0,3358,lb/iv,0,1,0,0.4536,Removals of adsorbed NH4 and PO4,kg/iv,0,2.205,0,1
46,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMSQAL,3,3,3,-8,2,0,0,0,0,2959,qty/iv,0,1,0,1,Removals of sed-assoc qual,qty/iv,0,1,0,1
40,./HSPF90/BMPRACTS.SEQ,BMPRAC,REMOVE,SUM,RMVOL,1,1,1,1,2,0,0,0,0,1418,acft/iv,0,1,0,0.00123,Removal of water,Mm3/iv,0,810.71,0,1
28,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,CROVOL,100,1,-9,1,2,0,0,0,0,1313,acft/iv,0,1,0,0.00123,Outflow of water by category,Mm3/iv,0,810.71,0,1
39,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,ROACID,7,1,-10,1,2,0,0,0,0,3777,lb/iv,0,1,0,0.4536,Outflows of acid chemicals,kg/iv,0,0.4537,0,1
29,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,ROCON,10,1,-7,1,2,0,0,0,0,2349,qty/iv,0,1,0,1,Outflow of conservative constits.,qty/iv,0,1,0,1
35,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,RODNUT,4,1,4,1,2,0,0,0,0,3264,lb/iv,0,1,0,0.4536,Outflows of dissolved nutrients,kg/iv,0,453.7,0,1000
32,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,RODQAL,3,1,-8,1,2,0,0,0,0,2839,qty/iv,0,1,0,1,Outflow of dissolved qual,qty/iv,0,1,0,1
30,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,ROHEAT,1,1,1,1,2,0,0,0,0,2445,BTU/iv,0,1,0,0.252,Outflow of heat,kcl/iv,0,3.969,0,1
34,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,ROOX,2,1,2,1,2,0,0,0,0,3020,lb/iv,0,1,0,0.4536,Outflows of DO and BOD,kg/iv,0,453.7,0,1000
38,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,ROPH,2,1,2,1,2,0,0,0,0,3581,lb/iv,0,1,0,0.4536,Outflows of TIC and CO2,kg/iv,0,453.7,0,1000
37,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,ROPLK,5,1,5,1,2,0,0,0,0,3494,lb/iv,0,1,0,0.4536,Outflows of plankton related constituents,kg/iv,0,453.7,0,1000
31,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,ROSED,3,1,3,1,2,0,0,0,0,2530,tn/iv,0,1,0,0.907,Outflows of sediments,tne/iv,0,1.1025,0,1
36,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,ROSNUT,3,2,3,2,2,0,0,0,0,3298,lb/iv,0,1,0,0.4536,Outflows of adsorbed NH4 and PO4,kg/iv,0,453.7,0,1000
33,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,ROSQAL,3,3,3,-8,2,0,0,0,0,2887,qty/iv,0,1,0,1,Outflows of sed-assoc qual,qty/iv,0,1,0,1
27,./HSPF90/BMPRACTS.SEQ,BMPRAC,ROFLOW,SUM,ROVOL,1,1,1,1,2,0,0,0,0,812,acft/iv,0,1,0,0.00123,Outflow of water,Mm3/iv,0,810.71,0,1
54,./HSPF90/COPYTS.SEQ,COPY,INPUT,ANY,MEAN,20,1,-3,1,2,0,0,2,0,50,any,0,1,0,1,Mean-valued input time series,any,0,1,0,1
53,./HSPF90/COPYTS.SEQ,COPY,INPUT,ANY,POINT,20,1,-2,1,1,0,0,2,0,30,any,0,1,0,1,Point-valued input time series,any,0,1,0,1
56,./HSPF90/COPYTS.SEQ,COPY,OUTPUT,ANY,MEAN,20,1,-3,1,2,0,0,0,0,90,any,0,1,0,1,Mean-valued output time series,any,0,1,0,1
55,./HSPF90/COPYTS.SEQ,COPY,OUTPUT,ANY,POINT,20,1,-2,1,1,0,0,0,0,70,any,0,1,0,1,Point-valued output time series,any,0,1,0,1
57,./HSPF90/DISPLYTS.SEQ,DISPLY,INPUT,ANY,TIMSER,1,1,1,1,2,0,0,2,0,2470,any,0,1,0,1,A mean-valued input time series,any,0,1,0,1
58,./HSPF90/DURANLTS.SEQ,DURANL,INPUT,ANY,TIMSER,1,1,1,1,2,0,0,2,0,109,any,0,1,0,1,A mean-valued input time series,any,0,1,0,1
59,./HSPF90/GENERTS.SEQ,GENER,INPUT,ANY,ONE,20,1,-61,1,2,0,0,2,0,62,any,0,1,0,1,First input time series,any,0,1,0,1
60,./HSPF90/GENERTS.SEQ,GENER,INPUT,ANY,TWO,20,1,-61,1,2,0,0,2,0,82,any,0,1,0,1,Second input time series,any,0,1,0,1
61,./HSPF90/GENERTS.SEQ,GENER,OUTPUT,ANY,TIMSER,20,1,-61,1,2,0,0,0,0,102,any,0,1,0,1,Output time series (mean-valued),any,0,1,0,1
78,./HSPF90/IMPLNDTS.SEQ,IMPLND,ATEMP,LAST,AIRTMP,1,1,1,1,2,0,1,1,0,144,Deg F,0,1,17.8,1.8,Estimated surf air temp over PLS,Deg C,0,1,17.8,1.8
67,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,LAST,CLOUD,1,1,1,1,2,0,0,2,0,156,tenths,0,1,0,1,Cloud cover (range 0 thru 10),tenths,0,1,0,1
64,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,LAST,DTMPG,1,1,1,1,2,0,0,2,0,153,Deg F,0,1,17.8,1.8,Measured dewpoint temp over ILS,Deg C,0,1,17.8,1.8
62,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,LAST,GATMP,1,1,1,1,2,0,0,2,0,115,Deg F,0,1,17.8,1.8,Measured air temp over ILS,Deg C,0,1,17.8,1.8
77,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,LAST,IQADCN,10,1,-624,1,2,0,0,2,0,614,qty/ft3,0,3630,0,102833,Atmoshperic deposition of QUAL to ILS,qty/l,0,3630,0,102833
76,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,SUM,IQADFX,10,1,-624,1,2,0,0,2,0,604,qty/aciv,0,1,0,0.4047,Atmoshperic deposition of QUAL to ILS,qty/haiv,0,1,0,0.4047
69,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,SUM,PETINP,1,1,1,1,2,0,0,2,0,327,in/iv,0,1,0,0.0394,Input potential E-T from ILS,mm/iv,0,1,0,0.0394
63,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,SUM,PREC,1,1,1,1,2,0,0,2,0,116,in/iv,0,1,0,0.0394,Measured precipitation on ILS,mm/iv,0,1,0,0.0394
73,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,LAST,SLICO2,1,1,1,1,2,0,0,2,0,468,mg/l,0,1,0,1,Conc of CO2 in surface lateral inflow,mg/l,0,1,0,1
72,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,LAST,SLIDOX,1,1,1,1,2,0,0,2,0,467,mg/l,0,1,0,1,Conc of DO in surface lateral inflow,mg/l,0,1,0,1
74,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,SUM,SLIQO,7,1,-626,1,2,0,0,2,0,584,qty/aciv,0,1,0,0.4047,Lateral input of QUALOF to ILS,qty/haiv,0,1,0,0.4047
75,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,LAST,SLIQSP,7,1,-625,1,2,0,0,2,0,594,qty/ton,0,1,0,0.9072,Pot fac of QUALSD on lat sediment inflow,qty/tonn,0,1,0,0.9072
71,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,LAST,SLITMP,1,1,1,1,2,0,0,2,0,466,Deg F,-32,0.555,0,1,Temp of surface lateral inflow,Deg C,-32,0.555,0,1
70,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,SUM,SLSLD,1,1,1,1,2,0,0,2,0,422,tn/iv,0,1,0,0.4462,Lateral input of solids to ILS,tne/iv,0,1,0,0.4462
66,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,SUM,SOLRAD,1,1,1,1,2,0,0,2,0,155,Ly/iv,0,1,0,1,Measured solar radiation over ILS,Ly/iv,0,1,0,1
68,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,SUM,SURLI,1,1,1,1,2,0,0,2,0,326,in/iv,0,1,0,0.0394,Surface lateral inflow to ILS,mm/iv,0,1,0,0.0394
65,./HSPF90/IMPLNDTS.SEQ,IMPLND,EXTNL,SUM,WINMOV,1,1,1,1,2,0,0,2,0,154,mi/iv,0,1,0,0.621,Measured wind movement over ILS,km/iv,0,1,0,0.621
125,./HSPF90/IMPLNDTS.SEQ,IMPLND,IQUAL,SUM,IQADDR,10,1,-624,1,2,0,6,0,0,1717,qty/aciv,0,1,0,0.4047,Dry atmospheric deposition flux to PLS,qty/haiv,0,1,0,0.4047
127,./HSPF90/IMPLNDTS.SEQ,IMPLND,IQUAL,SUM,IQADEP,10,1,-624,1,2,0,6,0,0,1737,qty/aciv,0,1,0,0.4047,Total atmospheric deposition flux to PLS,qty/haiv,0,1,0,0.4047
126,./HSPF90/IMPLNDTS.SEQ,IMPLND,IQUAL,SUM,IQADWT,10,1,-624,1,2,0,6,0,0,1727,qty/aciv,0,1,0,0.4047,Wet atmospheric deposition flux to PLS,qty/haiv,0,1,0,0.4047
124,./HSPF90/IMPLNDTS.SEQ,IMPLND,IQUAL,LAST,SOQC,10,1,-624,1,2,0,6,0,0,1707,qty/ft3,0,3630,0,102833,Conc of QUAL in surface outflow,qty/l,0,3630,0,102833
121,./HSPF90/IMPLNDTS.SEQ,IMPLND,IQUAL,SUM,SOQO,7,1,-626,1,2,0,6,0,0,1677,qty/aciv,0,1,0,0.4047,Washoff of QUALOF from surface,qty/haiv,0,1,0,0.4047
122,./HSPF90/IMPLNDTS.SEQ,IMPLND,IQUAL,LAST,SOQOC,7,1,-626,1,2,0,6,0,0,1687,qty/ft3,0,3630,0,102833,Conc of QUALOF in surface outflow,qty/l,0,3630,0,102833
120,./HSPF90/IMPLNDTS.SEQ,IMPLND,IQUAL,SUM,SOQS,7,1,-625,1,2,0,6,0,0,1667,qty/aciv,0,1,0,0.4047,Total flux of QUALSD from surface,qty/haiv,0,1,0,0.4047
119,./HSPF90/IMPLNDTS.SEQ,IMPLND,IQUAL,LAST,SOQSP,7,1,-625,1,1,0,6,0,0,1417,qty/ton,0,1,0,0.9072,Pot factor of QUALSD on sediment outflow,qty/tonn,0,1,0,0.9072
123,./HSPF90/IMPLNDTS.SEQ,IMPLND,IQUAL,SUM,SOQUAL,10,1,-624,1,2,0,6,0,0,1697,qty/aciv,0,1,0,0.4047,Total outflow of QUAL from the surface,qty/haiv,0,1,0,0.4047
118,./HSPF90/IMPLNDTS.SEQ,IMPLND,IQUAL,LAST,SQO,7,1,-626,1,1,0,6,0,0,1407,qty/ac,0,1,0,0.4047,Storage of QUALOF on the surface,qty/ha,0,1,0,0.4047
108,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWATER,SUM,IMPEV,1,1,1,1,2,0,3,0,0,415,in/iv,0,1,0,0.0394,Total simulated E-T from ILS,mm/iv,0,1,0,0.0394
101,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWATER,LAST,IMPS,1,1,1,1,1,0,3,0,0,376,in,0,1,0,0.0394,Total water stored in the ILS,mm,0,1,0,0.0394
107,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWATER,SUM,PET,1,1,1,1,2,0,3,0,0,414,in/iv,0,1,0,0.0394,"Pot. E-T, adj for snow cover + air temp",mm/iv,0,1,0,0.0394
104,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWATER,NONE,PETADJ,1,1,1,1,1,0,3,1,0,379,none,0,1,0,1,Potential ET adjustment factor,none,0,1,0,1
102,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWATER,LAST,RETS,1,1,1,1,1,0,3,0,0,377,in,0,1,0,0.0394,Retention storage,mm,0,1,0,0.0394
105,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWATER,SUM,SUPY,1,1,1,1,2,0,3,1,0,412,in/iv,0,1,0,0.0394,Moisture supply,mm/iv,0,1,0,0.0394
109,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWATER,SUM,SURI,1,1,1,1,2,0,3,0,0,416,in/iv,0,1,0,0.0394,Surface inflow to ILS,mm/iv,0,1,0,0.0394
106,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWATER,SUM,SURO,1,1,1,1,2,0,3,1,0,413,in/iv,0,1,0,0.0394,Surface outflow from ILS,mm/iv,0,1,0,0.0394
103,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWATER,LAST,SURS,1,1,1,1,1,0,3,1,0,378,in,0,1,0,0.0394,Surface (overland flow) storage,mm,0,1,0,0.0394
114,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWTGAS,LAST,SOCO2,1,1,1,1,1,0,5,0,0,503,mg/l,0,1,0,1,CO2 conc in surface outflow,mg/l,0,1,0,1
117,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWTGAS,SUM,SOCO2M,1,1,1,1,2,0,5,0,0,523,lb/aciv,0,4.411,0,3.937,Flux of CO2 in surface outflow,kg/haiv,0,4.411,0,3.937
113,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWTGAS,LAST,SODOX,1,1,1,1,1,0,5,0,0,502,mg/l,0,1,0,1,DO conc in surface outflow,mg/l,0,1,0,1
116,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWTGAS,SUM,SODOXM,1,1,1,1,2,0,5,0,0,522,lb/aciv,0,4.411,0,3.937,Flux of DO in surface outflow,kg/haiv,0,4.411,0,3.937
115,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWTGAS,SUM,SOHT,1,1,1,1,2,0,5,0,0,521,BTU/aciv,0,0.000002455,0,0.000003942,Heat in surf outflow (rel. to 0 DEG C),kcl/haiv,0,0.000002455,0,0.000003942
112,./HSPF90/IMPLNDTS.SEQ,IMPLND,IWTGAS,LAST,SOTMP,1,1,1,1,1,0,5,0,0,501,Deg F,-32,0.555,0,1,Temp of surface outflow,Deg C,-32,0.555,0,1
91,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,NONE,ALBEDO,1,1,1,1,1,0,2,0,0,274,none,0,1,0,1,Albedo of the pack,none,0,1,0,1
84,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,LAST,COVINX,1,1,1,1,1,0,2,0,0,267,in,0,1,0,0.0394,Snowfall cover index for complete cover,mm,0,1,0,0.0394
93,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,LAST,DEWTMP,1,1,1,1,1,0,2,0,0,276,Deg F,0,1,17.8,1.8,Effective dewpoint temp,Deg C,0,1,17.8,1.8
90,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,NONE,DULL,1,1,1,1,1,0,2,0,0,273,none,0,1,0,1,Dullness index of the pack,none,0,1,0,1
99,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,SUM,MELT,1,1,1,1,2,0,2,0,0,318,in/iv,0,1,0,0.0394,Quantity of melt from PACKF(water equiv),mm/iv,0,1,0,0.0394
85,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,LAST,NEGHTS,1,1,1,1,1,0,2,0,0,268,in,0,1,0,0.0394,Negative heat storage of pack (water eq),mm,0,1,0,0.0394
79,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,LAST,PACK,1,1,1,1,1,0,2,0,0,262,in,0,1,0,0.0394,Total contents of pack(water equiv),mm,0,1,0,0.0394
80,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,LAST,PACKF,1,1,1,1,1,0,2,1,0,263,in,0,1,0,0.0394,Frozen contents of pack (water equiv),mm,0,1,0,0.0394
82,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,LAST,PACKI,1,1,1,1,1,0,2,1,0,265,in,0,1,0,0.0394,Ice in pack (water equiv),mm,0,1,0,0.0394
81,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,LAST,PACKW,1,1,1,1,1,0,2,0,0,264,in,0,1,0,0.0394,Liquid water in pack,mm,0,1,0,0.0394
92,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,LAST,PAKTMP,1,1,1,1,1,0,2,0,0,275,Deg F,0,1,17.8,1.8,Mean temp of the pack,Deg C,0,1,17.8,1.8
83,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,LAST,PDEPTH,1,1,1,1,1,0,2,0,0,266,in,0,1,0,0.0394,Pack depth,mm,0,1,0,0.0394
96,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,SUM,PRAIN,1,1,1,1,2,0,2,0,0,315,in/iv,0,1,0,0.0394,Rainfall on pack,mm/iv,0,1,0,0.0394
100,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,SUM,RAINF,1,1,1,1,2,0,2,1,0,319,in/iv,0,1,0,0.0394,Rainfall,mm/iv,0,1,0,0.0394
87,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,NONE,RDENPF,1,1,1,1,1,0,2,0,0,270,none,0,1,0,1,Rel density of frozen contents of pack,none,0,1,0,1
88,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,NONE,SKYCLR,1,1,1,1,1,0,2,0,0,271,none,0,1,0,1,Fraction of sky assumed clear,none,0,1,0,1
89,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,NONE,SNOCOV,1,1,1,1,1,0,2,1,0,272,none,0,1,0,1,Fraction of PLS covered by pack,none,0,1,0,1
94,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,LAST,SNOTMP,1,1,1,1,1,0,2,0,0,277,Deg F,0,1,17.8,1.8,Curren max temp for precip as snowfall,Deg C,0,1,17.8,1.8
97,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,SUM,SNOWE,1,1,1,1,2,0,2,0,0,316,in/iv,0,1,0,0.0394,Evap from PACKF (sublimation),mm/iv,0,1,0,0.0394
95,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,SUM,SNOWF,1,1,1,1,2,0,2,0,0,314,in/iv,0,1,0,0.0394,"Snowfall, water equivalent",mm/iv,0,1,0,0.0394
98,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,SUM,WYIELD,1,1,1,1,2,0,2,1,0,317,in/iv,0,1,0,0.0394,Water yielded by pack (to land-surface),mm/iv,0,1,0,0.0394
86,./HSPF90/IMPLNDTS.SEQ,IMPLND,SNOW,LAST,XLNMLT,1,1,1,1,1,0,2,0,0,269,in,0,1,0,0.0394,Curr max increment to ice in pack,mm,0,1,0,0.0394
110,./HSPF90/IMPLNDTS.SEQ,IMPLND,SOLIDS,LAST,SLDS,1,1,1,1,1,0,4,0,0,454,tn/ac,0,1,0,0.4462,Storage of solids on surface of ILS,tne/ha,0,1,0,0.4462
111,./HSPF90/IMPLNDTS.SEQ,IMPLND,SOLIDS,SUM,SOSLD,1,1,1,1,2,0,4,1,0,462,tn/aciv,0,1,0,0.4462,Washoff of solids from surface of ILS,tne/haiv,0,1,0,0.4462
